NAME,TYPE,RESOURCE GROUP,LOCATION,SUBSCRIPTION
report-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
report-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
reports api-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
reports api-fa-qa-apis,Availability test,fa-qa-test,West US 2,Dataapp Dev/Test
salixsalsa (tenants1-mt-bbfa1/salixsalsa),SQL database,wingtip-sql-mt-bbfa1,Central US,Dataapp Dev/Test
sap-scf-cnx-pt-export,Logic app,Company1-cnx-erptk,West US 2,Dataapp Dev/Test
sap-test-cf-upload,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
sap-test-scf-download,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
sap-test-scf-upload,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
sap-test-scf-upload-mock,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
sap-test-settlement-upload,Logic app,Company1-cnx-erp-sap,West US,Dataapp Dev/Test
SB_Connection,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
SB_Connection,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test
SB_Connection,API Connection,fa-uat-infrastructure,Central US,Dataapp Dev/Test
ScheduledStartStop_Base_Classic (devops-auto-vms/ScheduledStartStop_Base_Classic),Runbook,devops,West US,Cashapp Dev/Test
ScheduledStartStop_Child (devops-auto-vms/ScheduledStartStop_Child),Runbook,devops,West US,Cashapp Dev/Test
ScheduledStartStop_Child_Classic (devops-auto-vms/ScheduledStartStop_Child_Classic),Runbook,devops,West US,Cashapp Dev/Test
ScheduledStartStop_Parent (devops-auto-vms/ScheduledStartStop_Parent),Runbook,devops,West US,Cashapp Dev/Test
Security(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test
Security(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test
Security(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test
Security(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test
security-api-swagger-fa-dev-apis,Availability test,fa-dev-api,South Central US,Dataapp Dev/Test
security-app-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
security-app-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
security-fa-Cashapp-hf,Availability test,fa-Cashapp-hf-tests,West US 2,Cashapp Dev/Test
security-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
security-info-fa-Cashapp-qa,Availability test,fa-Cashapp-qa-tests,West US 2,Cashapp Dev/Test
security-info-sf-logging-dev,Availability test,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
security-info-uat-sf-logging-uat,Availability test,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test
SecurityCenterFree(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test
SecurityCenterFree(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test
SecurityCenterFree(dev-data-Oms-Workspace),Solution,fa-dev-data,East US,Dataapp Dev/Test
SecurityCenterFree(fa-platform-oms-ws),Solution,fa-dev-infrastructure,East US,Dataapp Dev/Test
seovjpt5vqu5y2,Storage account,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test
seovjpt5vqu5y3,Storage account,kyr-Cashapp-qa,West US 2,Cashapp Dev/Test
SequencedStartStop_Parent (devops-auto-vms/SequencedStartStop_Parent),Runbook,devops,West US,Cashapp Dev/Test
servicebus,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
servicebus,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test
servicebus,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test
servicebus,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test
servicebus,API Connection,ky-hilton-wf,Central US,Dataapp Dev/Test
servicebus,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test
servicebus-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
servicebus-2,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
sf-data-dev (usdt-Cashapp-dev-centralus-sqlserver-001/sf-data-dev),SQL database,usdt-data-Cashapp-dev-centralus-rg-001,Central US,Cashapp Dev/Test
sf-data-hf (usdt-Cashapp-hf-centralus-sqlserver-001/sf-data-hf),SQL database,usdt-data-Cashapp-hf-centralus-rg-001,Central US,Cashapp Dev/Test
sf-data-hfx,Service Bus Namespace,sf-data-hf,West US 2,Cashapp Dev/Test
sf-data-qa (usdt-Cashapp-qa-centralus-sqlserver-001/sf-data-qa),SQL database,usdt-data-Cashapp-qa-centralus-rg-001,Central US,Cashapp Dev/Test
sf-data-uat (usdt-Cashapp-uat-centralus-sqlserver-001/sf-data-uat),SQL database,usdt-data-Cashapp-uat-centralus-rg-001,Central US,Cashapp UAT
sf-data-uat,Azure Cosmos DB API for MongoDB account,sf-data-uat,West US 2,Cashapp Dev/Test
sf-data-uat,Service Bus Namespace,sf-data-uat,West US 2,Cashapp Dev/Test
sf-data-uat,SQL server,sf-data-uat,West US 2,Cashapp Dev/Test
sf-data-uat (sf-data-uat/sf-data-uat),SQL database,sf-data-uat,West US 2,Cashapp Dev/Test
SF-Logging-dev,Application Insights,fa-Cashapp-dev-tests,West US 2,Cashapp Dev/Test
sf-logging-uat,Application Insights,fa-Cashapp-uat-tests,West US 2,Cashapp Dev/Test
sftp-main,Firewall Policy,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
sftpfirewall,Firewall,usdt-manage-shared-centralus-rg-001,Central US,DevOps Dev/Test
sftpwithssh,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
sftpwithssh-1,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
sharepointonline,API Connection,pbi-deployment-rg,West US,Dataapp Dev/Test
slack,API Connection,fa-dev-sample-sb-conn,Central US,Cashapp Dev/Test
slack,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
slack,API Connection,fa-dev-logic,Central US,Dataapp Dev/Test
slack,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test
slack,API Connection,fa-qa-logic,Central US,Dataapp Dev/Test
slack,API Connection,fa-uat-infrastructure,Central US,Dataapp Dev/Test
slack,API Connection,fa-uat-logic,Central US,Dataapp Dev/Test
slack,API Connection,usdt-Dataapp-csdev-logic-centralus-rg-001,Central US,Dataapp Dev/Test
slack-1,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
slack-1,API Connection,fa-qa-infrastructure,Central US,Dataapp Dev/Test
slack-2,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
SlackConnect,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
SlackConnection,API Connection,devops,West Central US,Cashapp Dev/Test
SlackConnection,API Connection,fa-uat-infrastructure,Central US,Dataapp Dev/Test
SlackHealthFromAvailability,Logic app,devops,West Central US,Cashapp Dev/Test
SlackLogicAppsPlan,App Service plan,devops,West Central US,Cashapp Dev/Test
smtp,API Connection,fa-dev-infrastructure,Central US,Dataapp Dev/Test
source-disk,Disk,devops-gavin,West US,Cashapp Dev/Test
splunkloggingdev,Storage account,splunk_logging,West Central US,Dataapp Dev/Test
sql,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
sql-1,API Connection,ky-hilton-wf,Central US,Dataapp Dev/Test
sql-1,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
sql-2,API Connection,Company1-cnx-dynamics,West US,Dataapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test
SQLAdvancedThreatProtection(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test
SQLAuditing[fadhsqlserverdev-law],Solution,fa-dev-data,Central US,Dataapp Dev/Test
SQLDB-prc_IndexMaintenance (devops-automation/SQLDB-prc_IndexMaintenance),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test
SQLDB-Scheduled-IndexMaintenance (devops-automation/SQLDB-Scheduled-IndexMaintenance),Runbook,Cashapp-ase,West Central US,Cashapp Dev/Test
sqlEU_E03f42e714 (fadhsqlserverdev/sqlEU_E03f42e714),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlEU_E03f42e714 (fadhsqlserverqa/sqlEU_E03f42e714),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlEU_E03f42e714 (fadhsqlserveruat/sqlEU_E03f42e714),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlEU_E03f42e714 (usdtdhcsdevsql01/sqlEU_E03f42e714),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlEU_E03f42e714 (dhsqlsrvtest/sqlEU_E03f42e714),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlEU_E48f3ec3f8 (fadhsqlserverdev/sqlEU_E48f3ec3f8),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlEU_E48f3ec3f8 (fadhsqlserverqa/sqlEU_E48f3ec3f8),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlEU_E48f3ec3f8 (fadhsqlserveruat/sqlEU_E48f3ec3f8),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlEU_E48f3ec3f8 (usdtdhcsdevsql01/sqlEU_E48f3ec3f8),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlEU_E5e452a95e (fadhsqlserverdev/sqlEU_E5e452a95e),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlEU_E5e452a95e (fadhsqlserverqa/sqlEU_E5e452a95e),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlEU_E5e452a95e (fadhsqlserveruat/sqlEU_E5e452a95e),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlEU_E5e452a95e (usdtdhcsdevsql01/sqlEU_E5e452a95e),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlEU_E5e452a95e (dhsqlsrvtest/sqlEU_E5e452a95e),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlEU_E756018007 (fadhsqlserverdev/sqlEU_E756018007),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlEU_E756018007 (fadhsqlserverqa/sqlEU_E756018007),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlEU_E756018007 (fadhsqlserveruat/sqlEU_E756018007),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlEU_E756018007 (usdtdhcsdevsql01/sqlEU_E756018007),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqleventsessionstorage,Storage account,Cashapp-ase,West Central US,Cashapp Dev/Test
sqlUS_E348abf423 (fadhsqlserverdev/sqlUS_E348abf423),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_E348abf423 (fadhsqlserverqa/sqlUS_E348abf423),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_E348abf423 (fadhsqlserveruat/sqlUS_E348abf423),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_E348abf423 (usdtdhcsdevsql01/sqlUS_E348abf423),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E39f427cb1 (fadhsqlserverdev/sqlUS_E39f427cb1),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_E39f427cb1 (fadhsqlserverqa/sqlUS_E39f427cb1),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_E39f427cb1 (fadhsqlserveruat/sqlUS_E39f427cb1),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_E39f427cb1 (usdtdhcsdevsql01/sqlUS_E39f427cb1),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E4ee9bb6b9 (fadhsqlserverdev/sqlUS_E4ee9bb6b9),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_E4ee9bb6b9 (fadhsqlserverqa/sqlUS_E4ee9bb6b9),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_E4ee9bb6b9 (fadhsqlserveruat/sqlUS_E4ee9bb6b9),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_E4ee9bb6b9 (usdtdhcsdevsql01/sqlUS_E4ee9bb6b9),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E4ee9bb6b9 (dhsqlsrvtest/sqlUS_E4ee9bb6b9),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E563b14a2c (fadhsqlserverdev/sqlUS_E563b14a2c),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_E563b14a2c (fadhsqlserverqa/sqlUS_E563b14a2c),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_E563b14a2c (fadhsqlserveruat/sqlUS_E563b14a2c),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_E563b14a2c (usdtdhcsdevsql01/sqlUS_E563b14a2c),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E563b14a2c (dhsqlsrvtest/sqlUS_E563b14a2c),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E78f759eb5 (fadhsqlserverdev/sqlUS_E78f759eb5),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_E78f759eb5 (fadhsqlserverqa/sqlUS_E78f759eb5),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_E78f759eb5 (fadhsqlserveruat/sqlUS_E78f759eb5),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_E78f759eb5 (usdtdhcsdevsql01/sqlUS_E78f759eb5),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E78f759eb5 (dhsqlsrvtest/sqlUS_E78f759eb5),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_E8e1b22ea8 (fadhsqlserverdev/sqlUS_E8e1b22ea8),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_E8e1b22ea8 (fadhsqlserverqa/sqlUS_E8e1b22ea8),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_E8e1b22ea8 (fadhsqlserveruat/sqlUS_E8e1b22ea8),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_E8e1b22ea8 (usdtdhcsdevsql01/sqlUS_E8e1b22ea8),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_Ea63164776 (fadhsqlserverdev/sqlUS_Ea63164776),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_Ea63164776 (fadhsqlserverqa/sqlUS_Ea63164776),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_Ea63164776 (fadhsqlserveruat/sqlUS_Ea63164776),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_Ea63164776 (usdtdhcsdevsql01/sqlUS_Ea63164776),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_Eb37eaa78b (fadhsqlserverdev/sqlUS_Eb37eaa78b),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_Eb37eaa78b (fadhsqlserverqa/sqlUS_Eb37eaa78b),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_Eb37eaa78b (fadhsqlserveruat/sqlUS_Eb37eaa78b),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_Eb37eaa78b (usdtdhcsdevsql01/sqlUS_Eb37eaa78b),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_Ebd0ebcaac (fadhsqlserverdev/sqlUS_Ebd0ebcaac),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_Ebd0ebcaac (fadhsqlserverqa/sqlUS_Ebd0ebcaac),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_Ebd0ebcaac (fadhsqlserveruat/sqlUS_Ebd0ebcaac),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_Ebd0ebcaac (usdtdhcsdevsql01/sqlUS_Ebd0ebcaac),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_F65a32408b (fadhsqlserverdev/sqlUS_F65a32408b),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_I055401242 (fadhsqlserverdev/sqlUS_I055401242),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_I055401242 (fadhsqlserverqa/sqlUS_I055401242),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_I055401242 (fadhsqlserveruat/sqlUS_I055401242),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_I055401242 (usdtdhcsdevsql01/sqlUS_I055401242),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_I055401242 (dhsqlsrvtest/sqlUS_I055401242),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_I1e39c8a1c (fadhsqlserverdev/sqlUS_I1e39c8a1c),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_I1e39c8a1c (fadhsqlserverqa/sqlUS_I1e39c8a1c),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_I1e39c8a1c (fadhsqlserveruat/sqlUS_I1e39c8a1c),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_I1e39c8a1c (usdtdhcsdevsql01/sqlUS_I1e39c8a1c),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_I999999999 (fadhsqlserverdev/sqlUS_I999999999),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_I999999999 (fadhsqlserverqa/sqlUS_I999999999),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_I999999999 (fadhsqlserveruat/sqlUS_I999999999),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_I999999999 (usdtdhcsdevsql01/sqlUS_I999999999),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_I999999999 (dhsqlsrvtest/sqlUS_I999999999),SQL database,usdt-Dataapp-test-data-centralus-rg-001,Central US,Dataapp Dev/Test
sqlUS_If6bab46d7 (fadhsqlserverdev/sqlUS_If6bab46d7),SQL database,fa-dev-data,Central US,Dataapp Dev/Test
sqlUS_If6bab46d7 (fadhsqlserverqa/sqlUS_If6bab46d7),SQL database,fa-qa-data,Central US,Dataapp Dev/Test
sqlUS_If6bab46d7 (fadhsqlserveruat/sqlUS_If6bab46d7),SQL database,fa-uat-data,Central US,Dataapp Dev/Test
sqlUS_If6bab46d7 (usdtdhcsdevsql01/sqlUS_If6bab46d7),SQL database,usdt-Dataapp-csdev-data-centralus-rg-001,Central US,Dataapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-4d5bd3d4-df16-4662-934b-6d778c438235-CUS),Solution,defaultresourcegroup-cus,Central US,DevOps Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-CUS),Solution,defaultresourcegroup-cus,Central US,Cashapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EAU),Solution,defaultresourcegroup-eau,Australia East,Cashapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-EUS),Solution,defaultresourcegroup-eus,East US,Cashapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WCUS),Solution,defaultresourcegroup-wcus,West Central US,Cashapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS),Solution,defaultresourcegroup-wus,West US,Cashapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-a7a2514f-1b96-4dee-84c6-7e6056ba5097-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Cashapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-b3df7fa9-7793-48df-9f1d-188d5a08abf7-WUS),Solution,defaultresourcegroup-wus,West US,Dynamics Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-CUS),Solution,defaultresourcegroup-cus,Central US,Dataapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EAU),Solution,defaultresourcegroup-eau,Australia East,Dataapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-EUS),Solution,defaultresourcegroup-eus,East US,Dataapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS),Solution,defaultresourcegroup-wus,West US,Dataapp Dev/Test
SQLVulnerabilityAssessment(DefaultWorkspace-db5e8945-f308-4ddb-a061-e58473c2c016-WUS2),Solution,defaultresourcegroup-wus2,West US 2,Dataapp Dev/Test
Start-Stop-VM[kyr-devops-law],Solution,devops,West US,Cashapp Dev/Test
